id,title,poster_url,year,duration,age_rating,star_rating,num_ratings,description,preprocessed_description
4030,The Curse of the Jade Scorpion,"https://m.media-amazon.com/images/M/MV5BMzViMTNjNGUtMTQyNy00NTRhLWIzODEtYzJkM2YyNTg3YjMwXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_QL75_UX280_CR0,1,280,414_.jpg",2001,1h 43m,PG-13,6.7,43K,An insurance investigator and an efficiency expert who hate each other are both hypnotized by a crooked hypnotist with a jade scorpion into stealing jewels.,insurance investigator efficiency expert hate hypnotized crooked hypnotist jade scorpion stealing jewels .
4031,He Was a Quiet Man,"https://m.media-amazon.com/images/M/MV5BMTUzMTI3NTkzMF5BMl5BanBnXkFtZTcwMzUxMjU1MQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2007,1h 40m,Not Rated,6.7,23K,An unhinged office worker who planned to go on a shooting spree at his workplace struggles with his newfound status as a hero after he ends up stopping a shooting spree instead.,unhinged office worker planned shooting spree workplace struggles newfound status hero ends stopping shooting spree instead .
4032,Buffalo Soldiers,"https://m.media-amazon.com/images/M/MV5BNjYyYjNlYTQtYmNkYi00MGJhLTg1OTctZTU5OTZiMDczMmU4XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UX280_CR0,1,280,414_.jpg",2001,1h 38m,R,6.7,26K,A criminal subculture operates among U.S. soldiers stationed in West Germany just before the fall of the Berlin wall.,criminal subculture operates U.S. soldiers stationed West Germany fall Berlin wall .
4033,Cheap Thrills,"https://m.media-amazon.com/images/M/MV5BMTY2Mzg0NDE4OV5BMl5BanBnXkFtZTgwMzYyMDI4MDE@._V1_QL75_UX280_CR0,0,280,414_.jpg",2013,1h 28m,Not Rated,6.7,21K,A scheming couple put a struggling family man and his old friend through a series of increasingly twisted dares over the course of an evening at a local bar.,scheming couple struggling family man old friend series increasingly twisted dares course evening local bar .
4034,The Soloist,"https://m.media-amazon.com/images/M/MV5BMjExODQ3MTI5Nl5BMl5BanBnXkFtZTcwMDEyMTQ5MQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2009,1h 57m,PG-13,6.7,55K,A newspaper journalist discovers a homeless musical genius and tries to improve his situation.,newspaper journalist discovers homeless musical genius tries improve situation .
4035,Son of Batman,"https://m.media-amazon.com/images/M/MV5BYjdkZWFhNzctYmNhNy00NGM5LTg0Y2YtZWM4NmU2MWQ3ODVkXkEyXkFqcGdeQXVyNTA0OTU0OTQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",2014,1h 14m,PG-13,6.7,31K,"Batman learns he has a violent, unruly pre-teen son, secretly raised by the terrorist group the League of Assassins.","Batman learns violent , unruly pre - teen son , secretly raised terrorist group League Assassins ."
4036,Obvious Child,"https://m.media-amazon.com/images/M/MV5BNmZiZDRmODMtNDc3ZS00MjY4LWJiYjItZjM1ZDhjOTBkMDE1XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_QL75_UX280_CR0,0,280,414_.jpg",2014,1h 24m,R,6.7,26K,A twenty-something comedienne's unplanned pregnancy forces her to confront the realities of independent womanhood for the first time.,- comedienne unplanned pregnancy forces confront realities independent womanhood time .
4037,Julia's Eyes,"https://m.media-amazon.com/images/M/MV5BNDQ1MTFkMWYtYTUxZC00NmIwLTgzMzYtOTRkYjc3NjA5ZjU1XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UY414_CR4,0,280,414_.jpg",2010,1h 58m,Not Rated,6.7,38K,The story of a woman who is slowly losing her sight whilst trying to investigate the mysterious death of her twin sister.,story woman slowly losing sight whilst trying investigate mysterious death twin sister .
4038,Jab Tak Hai Jaan,"https://m.media-amazon.com/images/M/MV5BMTUyMzM5OTM5NF5BMl5BanBnXkFtZTcwNTIwMjA3OA@@._V1_QL75_UX280_CR0,15,280,414_.jpg",2012,2h 56m,Not Rated,6.7,59K,An uncompromising film on true love from the legendary and unforgettable director Yash Chopra which is fascinatingly distinctive and contemporary.,uncompromising film true love legendary unforgettable director Yash Chopra fascinatingly distinctive contemporary .
4039,Eagle vs Shark,"https://m.media-amazon.com/images/M/MV5BOTUxMzY3MzI0NV5BMl5BanBnXkFtZTcwMDUwMDU0MQ@@._V1_QL75_UY414_CR1,0,280,414_.jpg",2007,1h 28m,R,6.7,26K,"The tale of two socially-awkward misfits and the strange ways they try to find love: through revenge on high-school bullies, burgers, and video games.","tale socially - awkward misfits strange ways try find love : revenge high - school bullies , burgers , video games ."
4040,Big Nothing,"https://m.media-amazon.com/images/M/MV5BYWJlMmQ0OGQtYjhjMC00NTBhLWIxMzEtY2FjZWQ3NzBmNThhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UY414_CR5,0,280,414_.jpg",2006,1h 26m,R,6.7,32K,"A frustrated, unemployed professor joins forces with a scammer and a friend of his in a blackmailing scheme.","frustrated , unemployed professor joins forces scammer friend blackmailing scheme ."
4041,Cypher,"https://m.media-amazon.com/images/M/MV5BMzdiZGMzNmEtYWYzYi00ZjA5LWI0NzYtMzAzYmZjNWZmNDhkL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY414_CR7,0,280,414_.jpg",2002,1h 35m,R,6.7,32K,"An unsuspecting, disenchanted man finds himself working as a spy in the dangerous, high-stakes world of corporate espionage. Quickly getting way over-his-head, he teams up with a mysterious femme fatale.","unsuspecting , disenchanted man finds working spy dangerous , high - stakes world corporate espionage . Quickly getting way - - head , teams mysterious femme fatale ."
4042,Two Days in Paris,"https://m.media-amazon.com/images/M/MV5BMjAyNTY3NTcyOF5BMl5BanBnXkFtZTcwMTcyMjM1MQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2007,1h 36m,R,6.7,32K,"Marion and Jack try to rekindle their relationship with a visit to Paris, home of Marion's parents -- and several of her ex-boyfriends.","Marion Jack try rekindle relationship visit Paris , home Marion parents -- ex - boyfriends ."
4043,The Air I Breathe,"https://m.media-amazon.com/images/M/MV5BMTQ2NDY3NjU5NV5BMl5BanBnXkFtZTcwMTQ4ODQ1MQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",2007,1h 35m,R,6.7,35K,"A drama based on an ancient Chinese proverb that breaks life down into four emotional cornerstones: happiness, pleasure, sorrow and love. A businessman bets his life on a horse race; a gangster sees the future; a pop star falls prey to a crime boss; a doctor must save the love of his life.","drama based ancient Chinese proverb breaks life emotional cornerstones : happiness , pleasure , sorrow love . businessman bets life horse race ; gangster sees future ; pop star falls prey crime boss ; doctor save love life ."
4044,Saints and Soldiers,"https://m.media-amazon.com/images/M/MV5BMjA5NDEyNjg3NV5BMl5BanBnXkFtZTYwNDMyMjk2._V1_QL75_UY414_CR1,0,280,414_.jpg",2003,1h 30m,PG-13,6.7,21K,Four American soldiers and one Brit fighting in Europe during World War II struggle to return to Allied territory after being separated from U.S. forces during the historic Malmedy Massacre.,American soldiers Brit fighting Europe World War II struggle return Allied territory separated U.S. forces historic Malmedy Massacre .
4045,Redbelt,"https://m.media-amazon.com/images/M/MV5BMTUzMzQxODQzM15BMl5BanBnXkFtZTcwMjIwMDM2MQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2008,1h 39m,R,6.7,22K,"A fateful event leads to a job in the film business for top mixed-martial arts instructor Mike Terry. Though he refuses to participate in prize bouts, circumstances conspire to force him to consider entering such a competition.","fateful event leads job film business mixed - martial arts instructor Mike Terry . refuses participate prize bouts , circumstances conspire force consider entering competition ."
4046,8-Bit Christmas,"https://m.media-amazon.com/images/M/MV5BNDFkMDMxN2MtOThlZi00OWExLWFlMGMtYzI3NjhhNzFlODkzXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX280_CR0,0,280,414_.jpg",2021,1h 37m,PG,6.7,22K,"In 1980s Chicago, a 10-year-old sets out on a quest to get the Christmas gift of his generation: the latest and greatest video-game system.","1980s Chicago , 10 - year - old sets quest Christmas gift generation : latest greatest video - game system ."
4047,Heartbreaker,"https://m.media-amazon.com/images/M/MV5BZjQwODY1MGUtYWRlMy00Y2I4LTljYTgtMGJlNjFjNDI1NTkwXkEyXkFqcGdeQXVyMjI0Mjg2NzE@._V1_QL75_UY414_CR15,0,280,414_.jpg",2010,1h 45m,Not Rated,6.7,28K,Alex and his sister run a business designed to break up relationships. They are hired by a rich man to break up the wedding of his daughter. The only problem is that they only have one week to do so.,Alex sister run business designed break relationships . hired rich man break wedding daughter . problem week .
4048,Kopps,"https://m.media-amazon.com/images/M/MV5BNmIzYmZjMTgtODNiNi00NmEzLTk3M2MtOTdhN2IzMjRlZjg1XkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX280_CR0,3,280,414_.jpg",2003,1h 30m,Not Rated,6.7,23K,"When a small-town police station is threatened with shutting down because of too little crime, the police realize that something must be done.","small - town police station threatened shutting little crime , police realize ."
4049,Tallulah,"https://m.media-amazon.com/images/M/MV5BNTIyYWFkNjctNTMyNy00YWI0LWJkYzYtYjFlMzQwZTg0ZWExXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX280_CR0,0,280,414_.jpg",2016,1h 51m,Not Rated,6.7,22K,"Desperate to be rid of her toddler, a dissatisfied Manhattan housewife hires a stranger to babysit and ends up getting much more than she bargained for.","Desperate rid toddler , dissatisfied Manhattan housewife hires stranger babysit ends getting bargained ."
4050,Martian Child,"https://m.media-amazon.com/images/M/MV5BMjExMDAxNzYzNV5BMl5BanBnXkFtZTcwMDQ3MDU1MQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2007,1h 46m,PG,6.7,21K,"A science-fiction writer, recently widowed, considers whether to adopt a hyper-imaginative 6-year-old abandoned and socially rejected boy who says he's really from Mars.","science - fiction writer , recently widowed , considers adopt hyper - imaginative 6 - year - old abandoned socially rejected boy says Mars ."
4051,Resurrecting the Champ,"https://m.media-amazon.com/images/M/MV5BMjMxNjgyMTA2Ml5BMl5BanBnXkFtZTgwMzYxODU3MDI@._V1_QL75_UX280_CR0,0,280,414_.jpg",2007,1h 52m,PG-13,6.7,21K,"Up-and-coming sports reporter rescues a homeless man (""Champ"") only to discover that he is, in fact, a boxing legend believed to have passed away. What begins as an opportunity to resurrect Champ's story and escape the shadow of his father's success becomes a personal journey as the ambitious reporter reexamines his own life and his relationship with his family.","- - coming sports reporter rescues homeless man ( "" Champ "" ) discover , fact , boxing legend believed passed away . begins opportunity resurrect Champ story escape shadow father success personal journey ambitious reporter reexamines life relationship family ."
4052,Manitou's Shoe,"https://m.media-amazon.com/images/M/MV5BMzgxZThkMTItZDg0Ni00MjkyLWEyNTYtZDRlNjliMmM3NDgzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzA3Njg4MzY@._V1_QL75_UY414_CR7,0,280,414_.jpg",2001,1h 27m,PG-13,6.7,20K,"The hilarious adventures of two best friends, Apache chief Abahachi and cowboy Ranger, in the Wild West.","hilarious adventures best friends , Apache chief Abahachi cowboy Ranger , Wild West ."
4053,Bigil,"https://m.media-amazon.com/images/M/MV5BNTNjNTNmMzQtYTcyYS00ZmY1LWJjMWYtMDFjZWJjNDQ2OGE1XkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UY414_CR10,0,280,414_.jpg",2019,2h 59m,Not Rated,6.7,24K,"Michael gives up his dream of becoming a footballer after his father's murder. However, a friend convinces him to coach a women's football team and turn his life around.","Michael gives dream footballer father murder . , friend convinces coach women football team turn life ."
4054,Sarkar,"https://m.media-amazon.com/images/M/MV5BZDM5YjJlZjQtOGFiOS00MDc4LTk1N2ItYzc4ZmM4MmU3MmNjXkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_QL75_UY414_CR20,0,280,414_.jpg",2018,2h 43m,Not Rated,6.7,22K,"An NRI businessman learns his vote has been cast by someone else and decides to investigate the matter, eventually finding himself pitted against two corrupt politicians.","NRI businessman learns vote cast decides investigate matter , eventually finding pitted corrupt politicians ."
4055,Abigail,"https://m.media-amazon.com/images/M/MV5BY2JlYjlkNzMtNTU3OS00NDVmLTk4NTYtYTM4ZTEwMGM4NDBiXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX280_CR0,14,280,414_.jpg",2024,1h 49m,R,6.6,44K,"After a group of criminals kidnap the ballerina daughter of a powerful underworld figure, they retreat to an isolated mansion, unaware that they're locked inside with no normal little girl.","group criminals kidnap ballerina daughter powerful underworld figure , retreat isolated mansion , unaware locked inside normal little girl ."
4056,Bad Boys II,"https://m.media-amazon.com/images/M/MV5BZmU4NzVkZjEtZmQxMi00ZDY5LWI3ZDYtMWRmZjE5YmYwZjQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,1,280,414_.jpg",2003,2h 27m,R,6.6,270K,Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel.,loose - cannon narcotics cops investigate flow Ecstasy Florida Cuban drug cartel .
4057,Divergent,"https://m.media-amazon.com/images/M/MV5BMTYxMzYwODE4OV5BMl5BanBnXkFtZTgwNDE5MzE2MDE@._V1_QL75_UX280_CR0,12,280,414_.jpg",2014,2h 19m,PG-13,6.6,491K,"In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.","world divided factions based virtues , Tris learns Divergent wo fit . discovers plot destroy Divergents , Tris mysterious find makes Divergents dangerous late ."
4058,Weird Science,"https://m.media-amazon.com/images/M/MV5BMTEwMTU1YjMtMjc0OS00NjZiLTk1MGMtNzhkODI0ZDFjNGI2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX280_CR0,12,280,414_.jpg",1985,1h 34m,PG-13,6.6,98K,"Two high-school nerds use a computer program to literally create the perfect woman, who promptly turns their lives upside-down.","high - school nerds use computer program literally create perfect woman , promptly turns lives upside - ."
4059,Footloose,"https://m.media-amazon.com/images/M/MV5BMGZjZWRlNjYtMDM3Ny00N2M4LWFjZDYtYmM3NWZmMDUwYzUyXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX280_CR0,5,280,414_.jpg",1984,1h 47m,PG,6.6,93K,"A city teenager moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.","city teenager moves small town rock music dancing banned , rebellious spirit shakes populace ."
4060,The Other Guys,"https://m.media-amazon.com/images/M/MV5BMDlhZDQ5NDUtNDcwMi00MTQ5LTk1Y2UtYjNmMjgzNzNhNzU3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX280_CR0,0,280,414_.jpg",2010,1h 47m,PG-13,6.6,290K,"Two mismatched New York City detectives seize an opportunity to step up like the city's top cops, whom they idolize, only things don't quite go as planned.","mismatched New York City detectives seize opportunity step like city cops , idolize , things planned ."
4061,Venom,"https://m.media-amazon.com/images/M/MV5BNTFkZjdjN2QtOGE5MS00ZTgzLTgxZjAtYzkyZWQ5MjEzYmZjXkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_QL75_UY414_CR0,0,280,414_.jpg",2018,1h 52m,PG-13,6.6,542K,"A failed reporter is bonded to an alien entity, one of many symbiotes who have invaded Earth. But the being takes a liking to Earth and decides to protect it.","failed reporter bonded alien entity , symbiotes invaded Earth . takes liking Earth decides protect ."
4062,Glass,"https://m.media-amazon.com/images/M/MV5BMTY1OTA2MjI5OV5BMl5BanBnXkFtZTgwNzkxMjU4NjM@._V1_QL75_UY414_CR5,0,280,414_.jpg",2019,2h 9m,PG-13,6.6,277K,"Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.","Security guard David Dunn uses supernatural abilities track Kevin Wendell Crumb , disturbed man - personalities ."
4063,Focus,"https://m.media-amazon.com/images/M/MV5BMTUwODg2OTA4OF5BMl5BanBnXkFtZTgwOTE5MTE4MzE@._V1_QL75_UX280_CR0,0,280,414_.jpg",2015,1h 45m,R,6.6,276K,"In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.","midst veteran con man Nicky latest scheme , woman past - accomplished femme fatale - shows throws plans loop ."
4064,Shaitaan,"https://m.media-amazon.com/images/M/MV5BYjczYjQ3ZTMtMDAwZi00Y2I2LWE2MTMtOGUyM2YyMThmYTFiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY414_CR16,0,280,414_.jpg",2024,2h 12m,Not Rated,6.6,46K,"A family's getaway turns terrifying when an intruder possesses the teen daughter's body, putting her at the mercy of his increasingly sinister commands.","family getaway turns terrifying intruder possesses teen daughter body , putting mercy increasingly sinister commands ."
4065,The Green Knight,"https://m.media-amazon.com/images/M/MV5BMjMxNTdiNWMtOWY0My00MjM4LTkwNzMtOGI0YThhN2Q4M2I4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2021,2h 10m,R,6.6,119K,A fantasy retelling of the medieval story of Sir Gawain and the Green Knight.,fantasy retelling medieval story Sir Gawain Green Knight .
4066,EuroTrip,"https://m.media-amazon.com/images/M/MV5BMWRmYjY1NTUtNjNlMC00MDFjLTk0MTYtZWVlMTFhMjllYjUzXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UY414_CR1,0,280,414_.jpg",2004,1h 32m,R,6.6,224K,"Dumped by his girlfriend, a high school grad decides to embark on an overseas adventure in Europe with his friends.","Dumped girlfriend , high school grad decides embark overseas adventure Europe friends ."
4067,The Parent Trap,"https://m.media-amazon.com/images/M/MV5BNWYyMzJhNzEtMzFkNC00M2U0LTkwMWYtYWVkN2Y2MGI5ODZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,0,280,414_.jpg",1998,2h 8m,PG,6.6,156K,"Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.","Identical twins Annie Hallie , separated birth raised biological parents , discover time summer camp plan bring wayward parents ."
4068,John Carter,"https://m.media-amazon.com/images/M/MV5BMDEwZmIzNjYtNjUwNS00MzgzLWJiOGYtZWMxZGQ5NDcxZjUwXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UY414_CR11,0,280,414_.jpg",2012,2h 12m,PG-13,6.6,287K,"Transported to Barsoom, a Civil War vet discovers a barren planet seemingly inhabited by 12-foot tall barbarians. Finding himself prisoner of these creatures, he escapes, only to encounter Woola and a princess in desperate need of a savior.","Transported Barsoom , Civil War vet discovers barren planet seemingly inhabited 12 - foot tall barbarians . Finding prisoner creatures , escapes , encounter Woola princess desperate need savior ."
4069,Star Wars: Episode II - Attack of the Clones,"https://m.media-amazon.com/images/M/MV5BMDAzM2M0Y2UtZjRmZi00MzVlLTg4MjEtOTE3NzU5ZDVlMTU5XkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_QL75_UX280_CR0,5,280,414_.jpg",2002,2h 22m,PG,6.6,764K,"Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé Amidala, while Obi-Wan Kenobi discovers a secret clone army crafted for the Jedi.","years initially meeting , Anakin Skywalker shares forbidden romance Padmé Amidala , Obi - Wan Kenobi discovers secret clone army crafted Jedi ."
4070,Saw X,"https://m.media-amazon.com/images/M/MV5BMmJhYjBkMzgtZGIwMC00YTAzLWE4NTQtYzVkNDVmYjIzODI0XkEyXkFqcGdeQXVyODQxMTI4MjM@._V1_QL75_UX280_CR0,0,280,414_.jpg",2023,1h 58m,R,6.6,77K,A sick and desperate John travels to Mexico for a risky and experimental medical procedure in hopes of a miracle cure for his cancer only to discover the entire operation is a scam to defraud the most vulnerable.,sick desperate John travels Mexico risky experimental medical procedure hopes miracle cure cancer discover entire operation scam defraud vulnerable .
4071,The Tomorrow War,"https://m.media-amazon.com/images/M/MV5BNTI2YTI0MWEtNGQ4OS00ODIzLWE1MWEtZGJiN2E3ZmM1OWI1XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX280_CR0,0,280,414_.jpg",2021,2h 18m,PG-13,6.6,230K,A family man is drafted to fight in a future war where the fate of humanity relies on his ability to confront the past.,family man drafted fight future war fate humanity relies ability confront past .
4072,The Great Outdoors,"https://m.media-amazon.com/images/M/MV5BZDVkNDQ3MDItZTBlOS00ZGU0LTk0ZDUtYmE2YzNmOTM4YzBhXkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_QL75_UY414_CR1,0,280,414_.jpg",1988,1h 31m,PG,6.6,52K,A Chicago man and his family go camping with his obnoxious brother-in-law.,Chicago man family camping obnoxious brother - - law .
4073,The Village,"https://m.media-amazon.com/images/M/MV5BMWExMWYxN2MtYmU1YS00Mjk5LWI3OTEtYTg3NDIwZTA2MTE2L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2004,1h 48m,PG-13,6.6,279K,A series of events tests the beliefs of a small isolated countryside village.,series events tests beliefs small isolated countryside village .
4074,Speak No Evil,"https://m.media-amazon.com/images/M/MV5BNWRhMjcwYjMtZDg2ZC00YmI1LWIwM2MtOTBhNmQ4OWUwYjgxXkEyXkFqcGdeQXVyNDgyNzAxMzY@._V1_QL75_UY414_CR5,0,280,414_.jpg",2022,1h 37m,Not Rated,6.6,40K,A Danish family visits a Dutch family they met on a holiday. What was supposed to be an idyllic weekend slowly starts unraveling as the Danes try to stay polite in the face of unpleasantness.,Danish family visits Dutch family met holiday . supposed idyllic weekend slowly starts unraveling Danes try stay polite face unpleasantness .
4075,Summer School,"https://m.media-amazon.com/images/M/MV5BYTllNDllODAtOTVkOC00NGYzLWFkMTItZGY2YThlMWM3YWM2L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,11,280,414_.jpg",1987,1h 37m,PG-13,6.6,22K,"Freddy the gym teacher has to teach remedial English in summer (high) school, if he wants tenure. As he can only teach gym and his students want fun, emphasis is on ""field trips"" - until he's fired unless all his students pass the test.","Freddy gym teacher teach remedial English summer ( high ) school , wants tenure . teach gym students want fun , emphasis "" field trips "" - fired students pass test ."
4076,Talladega Nights: The Ballad of Ricky Bobby,"https://m.media-amazon.com/images/M/MV5BNzAzOTk1OTIyM15BMl5BanBnXkFtZTcwNDIzNTQzMQ@@._V1_QL75_UX280_CR0,1,280,414_.jpg",2006,1h 48m,PG-13,6.6,201K,"Number one NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobby's talent and devotion are put to the test.","Number NASCAR driver Ricky Bobby stays atop heap thanks pact best friend teammate , Cal Naughton , Jr. French Formula driver , makes way ladder , Ricky Bobby talent devotion test ."
4077,The Hunt,"https://m.media-amazon.com/images/M/MV5BNjg4MjRhZjgtNTIxOS00MmRjLTg4NTEtNjBkNzkwZjAxMjMyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX280_CR0,14,280,414_.jpg",2020,1h 30m,R,6.6,130K,"Twelve strangers wake up in a clearing. They don't know where they are, or how they got there. They don't know they've been chosen - for a very specific purpose - The Hunt.","strangers wake clearing . know , got . know chosen - specific purpose - Hunt ."
4078,Anna,"https://m.media-amazon.com/images/M/MV5BOWUyYTU4NTQtYWQ2Mi00NzE0LTk0OTMtN2MzNjRkZjFkZTU2XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_QL75_UY414_CR6,0,280,414_.jpg",2019,1h 58m,R,6.6,96K,Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,Beneath Anna Poliatova striking beauty lies secret unleash indelible strength skill world feared government assassins .
4079,Death Becomes Her,"https://m.media-amazon.com/images/M/MV5BMWI1MDUxNzgtZTdjMC00MmFmLTlmYjUtNWM5YzRmNjMwMDY2XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX280_CR0,4,280,414_.jpg",1992,1h 44m,PG-13,6.6,132K,"When a fading actress learns of an immortality treatment, she sees it as a way to outdo her long-time rival.","fading actress learns immortality treatment , sees way outdo long - time rival ."
4080,X-Men: The Last Stand,"https://m.media-amazon.com/images/M/MV5BNDBhNDJiMWEtOTg4Yi00NTYzLWEzOGMtMjNmNjAxNTBlMzY3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UY414_CR3,0,280,414_.jpg",2006,1h 44m,PG-13,6.6,543K,"The human government develops a cure for mutations, and Jean Grey becomes a darker uncontrollable persona called the Phoenix who allies with Magneto, causing escalation into an all-out battle for the X-Men.","human government develops cure mutations , Jean Grey darker uncontrollable persona called Phoenix allies Magneto , causing escalation - battle X - Men ."
4081,Event Horizon,"https://m.media-amazon.com/images/M/MV5BZGI0NDMwNjAtNGEzNC00MzA1LTlkMjQtYjBkYTZlZjAyZWEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX280_CR0,2,280,414_.jpg",1997,1h 36m,R,6.6,198K,A rescue crew is tasked with investigating the mysterious reappearance of a spaceship that had been lost for seven years.,rescue crew tasked investigating mysterious reappearance spaceship lost seven years .
4082,Wild Things,"https://m.media-amazon.com/images/M/MV5BODMyYTlkNWYtODAzMC00ZjFiLWE3YjctMGUyMzM1MDk3ZDFlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY414_CR0,0,280,414_.jpg",1998,1h 48m,R,6.6,132K,A police detective uncovers a conspiracy behind a case involving a high-school guidance counselor when accusations of rape are made against him by two female students.,police detective uncovers conspiracy case involving high - school guidance counselor accusations rape female students .
4083,Life,"https://m.media-amazon.com/images/M/MV5BMzAwMmQxNTctYjVmYi00MDdlLWEzMWUtOTE5NTRiNDhhNjI2L2ltYWdlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2017,1h 44m,R,6.6,255K,A team of scientists aboard the International Space Station discover a rapidly evolving life form that caused extinction on Mars and now threatens all life on Earth.,team scientists aboard International Space Station discover rapidly evolving life form caused extinction Mars threatens life Earth .
4084,"Me, Myself & Irene","https://m.media-amazon.com/images/M/MV5BODMwMDY2YzUtNGFiNS00NDA1LWI4YzMtYzVmM2RlZTk3NGVlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,0,280,414_.jpg",2000,1h 56m,R,6.6,252K,A nice-guy cop with Dissociative Identity Disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates.,nice - guy cop Dissociative Identity Disorder protect woman run corrupt ex - boyfriend associates .
4085,Mamma Mia! Here We Go Again,"https://m.media-amazon.com/images/M/MV5BMjEwMTM3OTI1NV5BMl5BanBnXkFtZTgwNDk5NTY0NTM@._V1_QL75_UX280_CR0,14,280,414_.jpg",2018,1h 54m,PG-13,6.6,110K,"Five years after the events of Mamma Mia! (2008), Sophie prepares for the grand reopening of the Hotel Bella Donna as she learns more about her mother's past.","years events Mamma Mia ! ( 2008 ) , Sophie prepares grand reopening Hotel Bella Donna learns mother past ."
4086,To Catch a Killer,"https://m.media-amazon.com/images/M/MV5BNGMyZjM5YWUtMjVmMC00NmQ2LTgyMWEtNjYzZDFkYTIyMjFhXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_QL75_UX280_CR0,0,280,414_.jpg",2023,1h 59m,R,6.6,41K,Baltimore. New Year's Eve. A talented but troubled police officer (Shailene Woodley) is recruited by the FBI's chief investigator (Ben Mendelsohn) to help profile and track down a disturbed individual terrorizing the city.,Baltimore . New Year Eve . talented troubled police officer ( Shailene Woodley ) recruited FBI chief investigator ( Ben Mendelsohn ) help profile track disturbed individual terrorizing city .
